review_bucket,image_path,thumbnail,compound_reasons,caption_text,width,height,is_compound,notes
caption_letter_and_word,images/relevant/06441-10972256__medicina-60-00460-g001.jpg,caption_letter_and_word__06441-10972256__medicina-60-00460-g001.jpg,panel_letters_x2;panel_letter_list;panel_word,"Diagnostic CT Imaging of Abdominal and Pelvic Regions. (A) ascites (B) multiple round intra-peritoneal fatty density lesions without contrast uptake; (C,D) serpiginous structure with intense contrast ",710,520,1,
caption_letter_and_word,images/relevant/01916-5069840__CBM-2016-0038-1.jpg,caption_letter_and_word__01916-5069840__CBM-2016-0038-1.jpg,panel_letters_x2;panel_word,Mammography scan demonstrating a 19 mm × 18 mm mass on the border of the inner quadrants of the left breast (white arrow). (A) Craniocaudal. (B) Mediolateral oblique view.,756,567,1,
caption_letter_and_word,images/relevant/06757-11140022__fonc-14-1366613-g003.jpg,caption_letter_and_word__06757-11140022__fonc-14-1366613-g003.jpg,panel_letters_x4;panel_letter_list;panel_word,"In a 56-year-old woman, an irregular mass with ring enhancement was observed in the left breast on initial dynamic contrast-enhanced axial MR images (A). She was diagnosed with HER2-positive subtype i",736,513,1,
caption_letter_and_word,images/relevant/05130-9942739__kjco-17-1-44f1.jpg,caption_letter_and_word__05130-9942739__kjco-17-1-44f1.jpg,panel_letters_x2;panel_word,Computed tomography was shown that about 6-cm dimension infiltrative mass between the cecum base and right psoas muscle with obliteration of appendix. (A) Coronal view and (B) axial view.,676,1290,1,
caption_letter_and_word,images/relevant/09187-12531658__jksr-86-775-g003.jpg,caption_letter_and_word__09187-12531658__jksr-86-775-g003.jpg,panel_letters_x2;panel_letter_list;panel_word,"A 55-year-old woman with DCIS.A. Axial contrast-enhanced T1-weighted subtraction MR image reveals a 2.9 cm segmentally distributed non-mass lesion (arrow) in the right breast.B, C. On ultrafast DCE-MR",673,474,1,
caption_letter_and_word,images/relevant/03298-6509981__10.1177_1557988319847856-fig1.jpg,caption_letter_and_word__03298-6509981__10.1177_1557988319847856-fig1.jpg,panel_letters_x4;panel_word,Mammogram and ultrasound imaging of the patient. (a) Mammogram shows a 1.48 × 1.15 cm mass in the left breast Breast Imaging – Reporting And Data System (BI-RADS 4C). (b) Ultrasound imaging shows a hy,684,489,1,
caption_letter_and_word,images/relevant/05974-10690940__fmed-10-1303593-g002.jpg,caption_letter_and_word__05974-10690940__fmed-10-1303593-g002.jpg,panel_letters_x5;panel_word,"Example of typical deep infiltrating endometriosis (DIE), focal adenomyosis of the outer myometrium and endometriomas on MRI, categorized by two readers as #Enzian(m) O1/2, A2, B2/2, C3, FA and by one",738,800,1,
caption_letter_and_word,images/relevant/05942-10663166__IMCRJ-16-747-g0001.jpg,caption_letter_and_word__05942-10663166__IMCRJ-16-747-g0001.jpg,panel_letters_x2;panel_letter_list;panel_word,Ultrasound examination: (A) Small echoes of glands were observed deep in the right nipple. The larger lesion was located below the nipple and measured 4.4 cm x 4.4 cm x 1.4 cm. (B) Striped blood flow,750,644,1,
caption_letter_and_word,images/relevant/01763-4918490__IJNM-31-222-g001.jpg,caption_letter_and_word__01763-4918490__IJNM-31-222-g001.jpg,panel_letters_x4;panel_word,"Ga-68 prostate-specific membrane antigen positron emission tomography-computed tomography scan, (a) maximum intensity projection; (b) axial computed tomography; (c) axial positron emission tomography;",700,586,1,
caption_letter_and_word,images/relevant/10268-13062508__gr3.jpg,caption_letter_and_word__10268-13062508__gr3.jpg,panel_letters_x3;panel_word,"Selected magnetic resonance imaging (MRI) images of a 47-year-old woman, (A) coronal T1WI, (B) axial T2WI shows bilateral ovarian multiloculated cystic masses with solid enhancing components and right",714,617,1,
caption_letter_and_word,images/relevant/02537-5865406__amjcaserep-19-267-g001.jpg,caption_letter_and_word__02537-5865406__amjcaserep-19-267-g001.jpg,panel_letters_x3;panel_word,"(A) Chest X-ray of lung mass showing leiomyoma in right lower lung field. (B) CT scan shows a mass originating from the right lower lobe extending to the mediastinum, without lymphadenopathy. (C) PET ",780,468,1,
caption_letter_and_word,images/relevant/05705-10533560__41523_2023_585_Fig2_HTML.jpg,caption_letter_and_word__05705-10533560__41523_2023_585_Fig2_HTML.jpg,panel_letters_x8;panel_word,Breast imaging in women with hereditary lobular breast cancer.Patients with HLBC undergoing diagnostic breast MRI either due to a palpable abnormality or an abnormality detected on a screening mammogr,675,486,1,
caption_letter_and_word,images/relevant/07733-11705144__in_vivo-39-168-g0001.jpg,caption_letter_and_word__07733-11705144__in_vivo-39-168-g0001.jpg,panel_letter_list;panel_word,"Histopathology and immunohistochemistry results of triple-negative (4T1) and HER2 positive (MDA-MB-HER2+) xenografts. Upper row shows hematoxylin and eosin (H&E) staining, middle row and bottom row di",657,746,1,
caption_letter_and_word,images/relevant/06889-11188749__10-1055-s-0043-1778633-i23123163-8.jpg,caption_letter_and_word__06889-11188749__10-1055-s-0043-1778633-i23123163-8.jpg,panel_letter_list;panel_word,"Mass on the pectoral muscle. (
A, B
) A prior mammogram and (
C, D
) a new mass on the pectoral muscle that was misinterpreted as a lymph node. The patient presented with a symptomatic lump in the upp",693,800,1,
caption_letter_and_word,images/relevant/08010-11889481__AR-308-1229-g006.jpg,caption_letter_and_word__08010-11889481__AR-308-1229-g006.jpg,panel_letters_x2;panel_word,"T1‐weighted post‐contrast images show pelviureteric junction obstruction on the right side (b) and hydroureteronephrosis on the left side (a). Contrast passes through kidney (renal phase, left panel),",676,504,1,
caption_letter_and_word,images/relevant/02861-6113978__GMIT-6-85-g001.jpg,caption_letter_and_word__02861-6113978__GMIT-6-85-g001.jpg,panel_letters_x4;panel_word,A 34-year old woman with hemorrhagic shock after pelvic surgery for endometriosis. (A) Contrast-enhanced computed tomography shows a pseudoaneurysm close to the left aspect of the uterus (arrow: enlar,534,556,1,
caption_letter_and_word,images/relevant/03658-7277915__diagnostics-10-00270-g004.jpg,caption_letter_and_word__03658-7277915__diagnostics-10-00270-g004.jpg,panel_letters_x2;panel_word,"F18-FDG PET/CT scans—2015, before chemotherapy and 2016, after treatment, evaluating the therapy response: axial section abdominal level (upper images), pelvic level with right lymph node (middle imag",772,730,1,
caption_letter_and_word,images/relevant/07257-11396475__12890_2024_3276_Fig3_HTML.jpg,caption_letter_and_word__07257-11396475__12890_2024_3276_Fig3_HTML.jpg,panel_letter_list;panel_word,Case 3: Chest CT-scan (CCT). Lung window images on axial transverse CCT and coronal-reformatted reconstruction were obtained at level of the carina. a and b Six weeks after the beginning of olaparib t,708,418,1,
caption_letter_and_word,images/relevant/03272-6485044__amjcaserep-20-531-g002.jpg,caption_letter_and_word__03272-6485044__amjcaserep-20-531-g002.jpg,panel_letters_x4;panel_word,Computed tomography (CT) imaging of the left breast and axilla (A) Axial non-enhanced computed tomography (CT) imaging. (B) Axial enhanced computed tomography (CT) imaging shows a heterogeneous and ne,780,600,1,
caption_letter_and_word,images/relevant/04286-8597372__RJME-62-1-301-fig1.jpg,caption_letter_and_word__04286-8597372__RJME-62-1-301-fig1.jpg,panel_letters_x2;panel_word,"(A) MRI scan identified the tumor as a 46/42 mm nodule, with a polycyclic outline and irregular internal perimeter; (B) CT scan shows a necrotic lobular tumor of 40–50 mm, in the inferior external qua",630,835,1,
caption_letter_and_word,images/relevant/06940-11218728__jnumed.124.267546f2.jpg,caption_letter_and_word__06940-11218728__jnumed.124.267546f2.jpg,panel_letter_list;panel_word,[18F]FDG PET/CT of 47-y-old woman with sarcomatous lung cancer and 11-y history of endometriosis at time of imaging. (A) Intense [18F]FDG uptake can be seen in primary lung cancer lesions as well as l,791,462,1,
caption_letter_and_word,images/relevant/02382-5704795__medi-96-e8438-g009.jpg,caption_letter_and_word__02382-5704795__medi-96-e8438-g009.jpg,panel_letters_x4;panel_word,18F FDG-PET/CT images of the patient had progression in N0 group. The patient was a 52-year-old woman with invasive ductal carcinoma in the left breast. Maximal intensity projection image of 18F FDG-P,800,600,1,
caption_letter_and_word,images/relevant/05041-9785399__medicina-58-01838-g003.jpg,caption_letter_and_word__05041-9785399__medicina-58-01838-g003.jpg,panel_letters_x6;panel_word,CT findings: (A) low paratracheal group (19/14 mm); (B) right paraaortic lymph nodes (11/9 mm); (C) left paraaortic lymph nodes (20/10 mm); (D) right ovarian tumor formation (87/69 mm); (E) common ili,778,586,1,
caption_letter_and_word,images/relevant/06615-11054143__pharmaceutics-16-00532-g011.jpg,caption_letter_and_word__06615-11054143__pharmaceutics-16-00532-g011.jpg,panel_letters_x3;panel_word,"(a) 68Ga-iFAP/PET, 99mTc-Sestamibi/SPECT, and cardiac magnetic resonance (CMR) imaging in a patient with acute myocardial infarction. Note the high 68Ga-iFAP uptake in the anteroseptal region correspo",749,563,1,
caption_letter_and_word,images/relevant/04888-9604870__life-12-01600-g001.jpg,caption_letter_and_word__04888-9604870__life-12-01600-g001.jpg,panel_letters_x2;panel_word,"MR images before and after treatment. Panel (A): Axial MRI FLAIR images of the supratentorial (top row) and infratentorial (bottom row) brain at nadir (day 12 from symptom onset) demonstrate abnormal,",795,685,1,
caption_letter_and_word,images/relevant/04721-9440557__12957_2022_2745_Fig4_HTML.jpg,caption_letter_and_word__04721-9440557__12957_2022_2745_Fig4_HTML.jpg,panel_letters_x4;panel_letter_list;panel_word,Postoperative pathological examinations of the right breast after chemotherapy (× 200 magnification). H&E staining shows remains of invasive ductal carcinoma (a). ER staining was negative (b). HER2 st,777,523,1,
caption_letter_and_word,images/relevant/06661-11087738__j_biol-2022-0845-fig001.jpg,caption_letter_and_word__06661-11087738__j_biol-2022-0845-fig001.jpg,panel_letter_list;panel_word,Chest CT scan with or without contrast. (a and b) Small nodules in the bronchial lumen of the dorsal segment of the lower lobe of the right lung. (c) Scattered tiny nodules in both lungs.,750,484,1,
caption_letter_and_word,images/relevant/03287-6501734__amjcaserep-20-612-g001.jpg,caption_letter_and_word__03287-6501734__amjcaserep-20-612-g001.jpg,panel_letters_x7;panel_word,"The transverse (A), longitudinal (B), and radial (C) grayscale ultrasonograms of the right breast taken at the upper outer quadrant show an indistinct, oval, heterogeneous-echoic mass with posterior e",690,810,1,
caption_letter_and_word,images/relevant/00457-2933636__1752-1947-4-282-1.jpg,caption_letter_and_word__00457-2933636__1752-1947-4-282-1.jpg,panel_letters_x4;panel_word,(A) Axial computed tomography (CT) and (B) axial positron emission tomography (PET) images of pre-treatment PET/CT scan showed an intense FDG avid mass in the left breast (arrowhead). (C) Axial comput,600,394,1,
caption_letter_and_word,images/relevant/00112-12566828__pathogens-14-01024-g004.jpg,caption_letter_and_word__00112-12566828__pathogens-14-01024-g004.jpg,panel_letters_x2;panel_word,CT scans of a 34-year-old pregnant woman showing facial phlegmon involving the right pterygomandibular (a) and temporal spaces (b) (red circles).,745,421,1,
caption_letter_and_word,images/relevant/05359-10209382__13244_2023_1433_Fig4_HTML.jpg,caption_letter_and_word__05359-10209382__13244_2023_1433_Fig4_HTML.jpg,panel_letters_x7;panel_letter_list;panel_word,"42-year-old female presenting with a non-febrile acute pelvic pain, with negative human chorionic gonadotropin (HCG) and C-reactive protein (CRP). Non-enhanced CT (a) showing a spontaneously dense lef",797,876,1,
caption_letter_and_word,images/relevant/07285-11404736__IJNM-39-229-g003.jpg,caption_letter_and_word__07285-11404736__IJNM-39-229-g003.jpg,panel_letters_x7;panel_word,Follow-up 18F-fluorodeoxyglucose positron emission tomography/computed tomography (PET/CT) performed post 6 cycles of adjuvant chemotherapy. (a) MIP image showing hypermetabolic lesion in the neck and,605,393,1,
caption_letter_only,images/relevant/09751-12789679__41598_2025_30724_Fig3_HTML.jpg,caption_letter_only__09751-12789679__41598_2025_30724_Fig3_HTML.jpg,panel_letters_x2,"Original image of a patient’s breast from the C6BIS-DDSM dataset, showing: (a) post-processed image using the best-performing model, DS with input size 256 x 256 and P1-P99 of intensity normalization,",767,994,1,
caption_letter_only,images/relevant/00272-12985462__jcm-15-01933-g001.jpg,caption_letter_only__00272-12985462__jcm-15-01933-g001.jpg,panel_letters_x2,The sonographic evolution of meconium ileus complicated by intestinal volvulus in a fetus affected by cystic fibrosis. (A) Bowel dilatation of a maximum of 11 mm at 33 + 2 gestational weeks (GW). (B–D,745,706,1,
caption_letter_only,images/relevant/06484-10988546__cureus-0016-00000055490-i01.jpg,caption_letter_only__06484-10988546__cureus-0016-00000055490-i01.jpg,panel_letter_list,Neuroimaging findingsA: Non-contrast head CT demonstrating vasogenic edema of the parieto-occipital lobes (see arrows). B: T2 MRI showing cortical and subcortical edema of bilateral parietal and occip,750,806,1,
caption_letter_only,images/relevant/07690-11653178__fimmu-15-1475018-g001.jpg,caption_letter_only__07690-11653178__fimmu-15-1475018-g001.jpg,panel_letters_x2,"(A) High-resolution HE images of the primary breast cancer. (B) Representative immunohistochemical staining in breast cancer tissues. Magnification, 100×; scale bar, 100μm and magnification, 400×; sca",797,784,1,
caption_letter_only,images/relevant/04589-9269056__sensors-22-04678-g012.jpg,caption_letter_only__04589-9269056__sensors-22-04678-g012.jpg,panel_letters_x4,The MLO-view digital mammography image (A) demonstrates the palpable mass (red circle) associated with the radiopaque marker placed on the patient’s skin. The presented slice of Radialis PET Camera CC,701,462,1,
caption_letter_only,images/relevant/08206-11981478__JOCR-15-121-g002.jpg,caption_letter_only__08206-11981478__JOCR-15-121-g002.jpg,panel_letters_x2,(a) Magnetic resonance imaging (MRI) spine showing heterointense lesions amultiple levels. (b) MRI pelvis screening revealing osteolytic lesion in contralateral hip.,733,488,1,
caption_letter_only,images/relevant/07060-11274320__animals-14-02060-g006.jpg,caption_letter_only__07060-11274320__animals-14-02060-g006.jpg,panel_letter_list,"Pet rabbit mammary carcinomas with immunostaining for indoleamine 2,3-dioxygenase 1. The percentages of positive tumor cells were highly variable ranging from very few (a, arrowhead) to moderate numbe",752,450,1,
caption_letter_only,images/relevant/06718-11118066__biomedicines-12-01088-g002.jpg,caption_letter_only__06718-11118066__biomedicines-12-01088-g002.jpg,panel_letters_x3,Representative images of PET scans conducted in the Affibody-3 trial (NCT03655353) provided by Jens Sörensen and colleagues. (A) (pt3): Breast cancer (BC) patient with biopsy-confirmed HER2-positive m,708,811,1,
caption_letter_only,images/relevant/05401-10239534__cureus-0015-00000038560-i03.jpg,caption_letter_only__05401-10239534__cureus-0015-00000038560-i03.jpg,panel_letter_list,"A case of cervical carcinomaA: USG color Doppler image of the pelvis showing bulky cervix with a heterogeneously hypoechoic lesion (white arrow), demonstrating internal vascularity. The lesion is seen",750,683,1,
caption_letter_only,images/relevant/07473-9454572__cancers-14-04270-g005.jpg,caption_letter_only__07473-9454572__cancers-14-04270-g005.jpg,panel_letters_x4,Images show US findings of suspicious axillary lymph nodes. (a) A diffuse hypoechoic cortex greater than or equal to 3 mm (solid line) with preserved hilum (asterisk) may be the earliest sign of malig,760,575,1,
caption_letter_only,images/relevant/03730-7345680__diagnostics-10-00345-g001.jpg,caption_letter_only__03730-7345680__diagnostics-10-00345-g001.jpg,panel_letters_x2,"Ultrasonographic images of two nodules (A–C) (see white arrows), of scar endometriosis with some color spots (C) due to internal vascularization, infiltrating the external oblique muscle in a woman wi",742,561,1,
caption_letter_only,images/relevant/05088-9839210__medi-102-e32611-g003.jpg,caption_letter_only__05088-9839210__medi-102-e32611-g003.jpg,panel_letters_x2,"Schematic diagram of the urethral obliquity angle (UOA) and the posterior urethrovesical angle (PUA). (A) is a schematic diagram of the urethral obliquity angle (UOA), and (B) is a schematic diagram o",800,545,1,
caption_letter_only,images/relevant/08688-12226179__jss-11-02-371-f3.jpg,caption_letter_only__08688-12226179__jss-11-02-371-f3.jpg,panel_letters_x4,"Histological and immunohistochemical analysis showed a biphasic tumor with S100, SOX10, and vimentin positivity, and active mitoses. HE-staining (10×) of the resected tumor shows a cell-rich biphasic ",765,544,1,
caption_letter_only,images/relevant/01514-4636107__autopsy-05-03049-g01.jpg,caption_letter_only__01514-4636107__autopsy-05-03049-g01.jpg,panel_letter_list,"Photomicrography of the biopsy of the stomach showing an undifferentiated neoplasm, infiltrative cords, and isolated small cells around the oxyntic gastric mucosa (H&E, 100X).",732,444,0,
caption_letter_only,images/relevant/04406-8906156__bjrcr.20210114.g008.jpg,caption_letter_only__04406-8906156__bjrcr.20210114.g008.jpg,panel_letter_list,"(a, b): MRI Axial T1 and T1 FS showing fat suppression within
the dermoid (blue arrow). Heterogeneous area in the centre of the dermoid
(yellow triangle) corresponding to the dermoid plug-in ultrasoun",689,569,1,
caption_letter_only,images/relevant/00677-3423051__1752-1947-6-148-1.jpg,caption_letter_only__00677-3423051__1752-1947-6-148-1.jpg,panel_letters_x6,Imaging studies. (A) Computed tomography scan showing odontogenic keratocyst. (B) Computed tomography scan showing calcification of the falx cerebri. (C) Gross image of odontogenic keratocyst. (D) Pho,472,578,1,
caption_letter_only,images/relevant/07568-11570408__gr1.jpg,caption_letter_only__07568-11570408__gr1.jpg,panel_letters_x4,"Axial T2 sequence images without (A) and with FAT SAT (B) showing a lesion in segment IV that is slightly hyperintense (red arrows), with slight diffusion restriction (C) and moderate enhancement afte",791,553,1,
caption_letter_only,images/relevant/08267-12001569__13019_2025_3446_Fig1_HTML.jpg,caption_letter_only__08267-12001569__13019_2025_3446_Fig1_HTML.jpg,panel_letters_x3,"CTA imaging reveals aortic root dilation, with measured dimensions as follows: aortic annulus, 44 mm (a); Valsalva sinus, 55 mm (b); and sinotubular junction, 44 mm (c)",669,634,1,
caption_letter_only,images/relevant/06433-10968934__cancers-16-01142-g004.jpg,caption_letter_only__06433-10968934__cancers-16-01142-g004.jpg,panel_letters_x2,"MRI of EC with bulging in the endocervical canal. Sagittal T2-WI (A) and sagittal T1-WI after Gadolinium administration (B). Histopathologically, this was pT1b disease, but in MRI there is risk of ove",713,416,1,
caption_letter_only,images/relevant/04044-8097811__13256_2021_2838_Fig3_HTML.jpg,caption_letter_only__04044-8097811__13256_2021_2838_Fig3_HTML.jpg,panel_letters_x4,Transverse computed tomography image showing lung metastasis as pointed by the black arrow (a). Partial remission of the metastasized tumor was achieved after 8 months of letrozole 2.5 mg per day (b).,896,895,1,
caption_letter_only,images/relevant/00398-2811308__jkms-25-327-g003.jpg,caption_letter_only__00398-2811308__jkms-25-327-g003.jpg,panel_letter_list,"High power view of papillary carcinoma with enlarged, oval, overlapping, ground glass nuclei (H&E, ×200).",473,338,0,
caption_letter_only,images/relevant/02641-5944493__medi-97-e0401-g002.jpg,caption_letter_only__02641-5944493__medi-97-e0401-g002.jpg,panel_letter_list,"A, B: Abdomen MRI revealing dilated, fluid-filled small bowel loops and increased colonic wall diameters (arrows). MRI = magnetic resonance imaging.",800,487,1,
caption_letter_only,images/relevant/07730-11702108__12905_2024_3533_Fig1_HTML.jpg,caption_letter_only__07730-11702108__12905_2024_3533_Fig1_HTML.jpg,panel_letters_x4,"A–D T1WI, the mass showed equal signal intensity, with multiple small round internal areas of high signal intensity (A); T2WI, the mass demonstrated primarily a slightly high signal intensity, with mu",798,449,1,
caption_letter_only,images/relevant/08083-11917124__13256_2025_5172_Fig1_HTML.jpg,caption_letter_only__08083-11917124__13256_2025_5172_Fig1_HTML.jpg,panel_letter_list,Appearance of ultrasound and magnetic resonance imaging. A Ultrasonography showed a multilocular cystic mass with solid components (arrows). The solid area revealed internal heterogeneity. The tumor s,767,763,1,
caption_letter_only,images/relevant/08999-12394823__kjr-26-841-g011.jpg,caption_letter_only__08999-12394823__kjr-26-841-g011.jpg,panel_letters_x2;panel_letter_list,"CE-CT and DWI-MRI of a patient with metastatic high-grade serous ovarian cancer. A, B: CE-CT (A) and DWI-MRI (B) shows lobulated soft tissue at the splenic hilum (white arrows) and omental nodules jus",676,918,1,
caption_letter_only,images/relevant/07139-11325744__13000_2024_1534_Fig2_HTML.jpg,caption_letter_only__07139-11325744__13000_2024_1534_Fig2_HTML.jpg,panel_letter_list,"Morphologic and immunohistochemical findings in Case 1. Fat fusiform or oval neoplastic cells are interspersed with pleomorphic neoplastic cells containing numerous mitotic Fig. (200x A, B); The cells",744,751,1,
caption_letter_only,images/relevant/05804-10601781__cro-2023-0016-0001-534146_F02.jpg,caption_letter_only__05804-10601781__cro-2023-0016-0001-534146_F02.jpg,panel_letter_list,"a Photomicrograph showing malignant spindle cells embedded within a chondromyxoid strom (H&E, original magnification ×100). b Poorly differentiated carcinoma with necrosis (H&E, original magnification",781,602,1,
caption_letter_only,images/relevant/07832-11763801__cimb-47-00047-g003.jpg,caption_letter_only__07832-11763801__cimb-47-00047-g003.jpg,panel_letters_x6;panel_letter_list,Pathohistological microscopic examination. Pathohistological analysis of the intramuscular node shows clusters of glands and the stroma characteristics of the endometrial mucosa. In the vicinity of th,695,601,1,
caption_letter_only,images/relevant/08006-11888544__nihpp-rs5448452v1-f0005.jpg,caption_letter_only__08006-11888544__nihpp-rs5448452v1-f0005.jpg,panel_letters_x2,"Qualitative assessment of DCE images and quantitative PKM analysis.(a-d) Qualitative assessment of DCE images of four representative malignant cases reconstructed with ELITE, with temporal resolution ",780,480,1,
caption_letter_only,images/relevant/07432-11483519__BPA-34-e13255-g009.jpg,caption_letter_only__07432-11483519__BPA-34-e13255-g009.jpg,panel_letters_x6,Overview image of brain development 10 weeks after HI. Slices were stained with anti‐PLP (green) to visualize myelin and Hoechst (blue) to label cell nuclei. Control (A) and HI (B) slices covering str,709,823,1,
caption_letter_only,images/relevant/09185-12531063__fonc-15-1584995-g004.jpg,caption_letter_only__09185-12531063__fonc-15-1584995-g004.jpg,panel_letters_x4,Immunohistochemical findings in cellular cervical adenomyoma (original magnification x 10). (A) The proliferation index of Ki-67 was 2%. (B) Estrogen Receptor (ER) showed positive expression in immuno,798,569,1,
caption_letter_only,images/relevant/03459-6831356__medi-98-e15395-g002.jpg,caption_letter_only__03459-6831356__medi-98-e15395-g002.jpg,panel_letters_x4,"(A) Solid adnexal mass detected by ultrasound for the first time. (B) Enlarged mass detected by ultrasound after 8 months. (C) Liver biopsy; hematoxylin and eosin stain, 5× magnification. (D) Ovarian ",800,601,1,
caption_letter_only,images/relevant/10224-13043382__fonc-16-1758269-g011.jpg,caption_letter_only__10224-13043382__fonc-16-1758269-g011.jpg,panel_letter_list,(Medium-power H&E) Chondroid and osteoid matrix.,590,453,1,
caption_letter_only,images/relevant/09828-12829280__13048_2025_1904_Fig2_HTML.jpg,caption_letter_only__09828-12829280__13048_2025_1904_Fig2_HTML.jpg,panel_letter_list,"a, b Hematoxylin and Eosin stained image on HPE showing axillary nodal metastasis. c, d Axillary nodal metastasis on IHC showing positivity for PAX8 and WT1",794,502,1,
caption_letter_only,images/relevant/04505-9048794__fgene-13-856552-g001.jpg,caption_letter_only__04505-9048794__fgene-13-856552-g001.jpg,panel_letter_list,"Brain MRI images. (A,B,D) Brain atrophy was found in Transverse T1 and T2 weighted image and Sagittal T1 weighted image(the red arrow); Sulci fissure widened and deepened in Transverse T1 and T2 weigh",642,663,1,
caption_letter_only,images/relevant/06975-11234285__thnov14p4076g005.jpg,caption_letter_only__06975-11234285__thnov14p4076g005.jpg,panel_letters_x4,"MRI detection of microbubble/US-induced BBB breakdown. Representative T1-weighted, Gd-DTPA contrast images of mouse brain pre and post AV-MB injection and ultrasound treatment with microbubble destruc",753,533,1,
caption_letter_only,images/relevant/07749-11714109__ejohg-14-238-g005.jpg,caption_letter_only__07749-11714109__ejohg-14-238-g005.jpg,panel_letter_list,H and E section of the rectal lesion showing the tumor cells infiltrating the lamina propria of the colonic mucosa in the form of sheets of discohesive cells,680,519,0,
caption_letter_only,images/relevant/00858-3789310__CRIM.MEDICINE2013-603614.004.jpg,caption_letter_only__00858-3789310__CRIM.MEDICINE2013-603614.004.jpg,panel_letters_x2,"Chronic lymphocytic leukemia involving the breast. (a) Lymphocytic infiltrate is seen involving the stroma and adipose tissue (core biopsy, hematoxylin & eosin stain, 40x magnification). (b) Atypical ",600,978,1,
caption_letter_only,images/relevant/05927-10654539__gr2.jpg,caption_letter_only__05927-10654539__gr2.jpg,panel_letters_x3,"Axial T2-weighted, fat-saturated MR images show the early gestational sac (A) as well as a large, predominately cystic submucosal mass with nodular internal septations (B). Note the relationship of th",787,705,1,
caption_letter_only,images/relevant/00038-12237230__DMCN-67-986-g005.jpg,caption_letter_only__00038-12237230__DMCN-67-986-g005.jpg,panel_letters_x2,Staphylococcus aureus abscess. (a) Cerebral abscess in the paracentral lobule with S. aureus in a term infant (parasagittal cranial ultrasound image). (b) Cerebellar abscess with S. aureus (two differ,709,532,1,
caption_word_only,images/relevant/07219-11365458__cureus-0016-00000065947-i03.jpg,caption_word_only__07219-11365458__cureus-0016-00000065947-i03.jpg,panel_word,"Comparison of pre- and post-treatment CT scansBasal CT scan (January 2020): Image A shows a lesion of 24 mm in the left pulmonary artery (T1, 24 mm) and subcarinal nodes (T3, 10 mm); image B shows the",750,463,1,
caption_word_only,images/relevant/07983-11875830__gr2.jpg,caption_word_only__07983-11875830__gr2.jpg,panel_word,"The axial CT scan image shows a large, complex, solid-cystic mass measuring approximately 10.54 cm × 11.12 cm, predominantly occupying the right adnexal region. The mass appears to displace adjacent p",722,601,0,
caption_word_only,images/relevant/04745-9493339__2185-4610-68-123-g003.jpg,caption_word_only__04745-9493339__2185-4610-68-123-g003.jpg,panel_word,"Pathological findings for the resected tumor of the left side peritoneum.Hematoxylin and eosin, ×200 objective. Typical microscopic view of a benign leiomyoma, with no necrosis and without marked atyp",583,439,1,
caption_word_only,images/relevant/08955-12371980__reports-08-00143-g006.jpg,caption_word_only__08955-12371980__reports-08-00143-g006.jpg,panel_word,"Dense infiltration of neutrophilic lymphocytes with cellular debris (asterisk) in the myometrium, with retained smooth muscle cells on the right side (arrows).",756,571,0,
caption_word_only,images/relevant/07012-11252175__11547_2024_1838_Fig8_HTML.jpg,caption_word_only__07012-11252175__11547_2024_1838_Fig8_HTML.jpg,panel_word,"Example of a left-sided lesion in the MLO projection a between the upper and lower quadrants, while in the CC projection b appears in the outer quadrants",749,617,1,
caption_word_only,images/relevant/06219-10845760__13058_2024_1780_Fig4_HTML.jpg,caption_word_only__06219-10845760__13058_2024_1780_Fig4_HTML.jpg,panel_word,"Typical images of multimodal MRI and qMRI maps.
A THRIVE pre-contrast agent injection images used for perfusion assessment, ADC maps, and fat-separated images used to calculate LTF. B Axial breast ima",797,1017,1,
caption_word_only,images/relevant/05516-10323416__kjr-24-626-g004.jpg,caption_word_only__05516-10323416__kjr-24-626-g004.jpg,panel_word,Representative magnetic resonance imaging (MRI) images of a 53-year-old woman with triple-negative breast cancer in her right breast. A: Sagittal contrast-enhanced T1-weighted MRI image shows an irreg,713,982,1,
caption_word_only,images/relevant/01627-4785622__13256_2016_829_Fig4_HTML.jpg,caption_word_only__01627-4785622__13256_2016_829_Fig4_HTML.jpg,panel_word,Breast metastasis pathological findings. Metastasis of squamous cell carcinoma in the breast parenchyma (hematoxylin and eosin; original magnification 20×). Inset: keratinic pearl surrounded by neopla,472,355,0,
caption_word_only,images/relevant/06458-10981771__cureus-0016-00000055280-i02.jpg,caption_word_only__06458-10981771__cureus-0016-00000055280-i02.jpg,panel_word,Computed tomography coronal view showing the mass on the left hypoplastic kidney (arrow),750,500,0,
caption_word_only,images/relevant/07755-11717867__kjr-26-29-g005.jpg,caption_word_only__07755-11717867__kjr-26-29-g005.jpg,panel_word,Comparisons of image quality of DL reconstructed T2-w images and standard T2-w images with visible cysts including in-phase and water-images. The figure shows axial planes of T2DL on the left and T2ST,773,963,1,
caption_word_only,images/relevant/06301-10896449__JNMA-61-261-465-g1.jpg,caption_word_only__06301-10896449__JNMA-61-261-465-g1.jpg,panel_word,"Ultrasonography showing cyst in right ovary measuring 50x35 mm with internal echoes and hyperechoic component, likely a dermoid cyst.",489,334,0,
